[2021-01-08 11:01:22]
Claim_id：1259 未改變，狀態：[繳息還款] 
Claim_id：1260 未改變，狀態：[繳息還款] 
Claim_id：1261 未改變，狀態：[繳息還款] 
Claim_id：1262 未改變，狀態：[繳息還款] 
Claim_id：1263 未改變，狀態：[繳息還款] 
Claim_id：1264 未改變，狀態：[繳息還款] 
Claim_id：1265 未改變，狀態：[繳息還款] 
Claim_id：1266 未改變，狀態：[繳息還款] 
Claim_id：1267 未改變，狀態：[繳息還款] 
Claim_id：1268 未改變，狀態：[繳息還款] 
Claim_id：1269 未改變，狀態：[繳息還款] 
Claim_id：1271 未改變，狀態：[繳息還款] 
Claim_id：1272 未改變，狀態：[繳息還款] 
Claim_id：1273 未改變，狀態：[繳息還款] 
Claim_id：1275 未改變，狀態：[繳息還款] 
Claim_id：1277 未改變，狀態：[繳息還款] 
Claim_id：1280 未改變，狀態：[繳息還款] 
Claim_id：1282 未改變，狀態：[繳息還款] 
Claim_id：1283 未改變，狀態：[繳息還款] 
Claim_id：1284 未改變，狀態：[繳息還款] 
Claim_id：1285 未改變，狀態：[繳息還款] 
Claim_id：1286 未改變，狀態：[繳息還款] 
Claim_id：1287 未改變，狀態：[繳息還款] 
Claim_id：1288 未改變，狀態：[繳息還款] 
Claim_id：1289 未改變，狀態：[繳息還款] 
Claim_id：1290 未改變，狀態：[繳息還款] 
Claim_id：1291 未改變，狀態：[繳息還款] 
Claim_id：1292 未改變，狀態：[繳息還款] 
Claim_id：1293 未改變，狀態：[繳息還款] 
Claim_id：1294 未改變，狀態：[繳息還款] 
Claim_id：1295 未改變，狀態：[繳息還款] 
Claim_id：1296 未改變，狀態：[繳息還款] 
Claim_id：1297 未改變，狀態：[繳息還款] 
Claim_id：1298 未改變，狀態：[繳息還款] 
Claim_id：1299 未改變，狀態：[繳息還款] 
Claim_id：1300 未改變，狀態：[繳息還款] 
Claim_id：1301 未改變，狀態：[繳息還款] 
Claim_id：1302 未改變，狀態：[繳息還款] 
Claim_id：1303 未改變，狀態：[繳息還款] 
Claim_id：1304 未改變，狀態：[繳息還款] 
Claim_id：1305 未改變，狀態：[繳息還款] 
Claim_id：1306 未改變，狀態：[繳息還款] 
Claim_id：1307 未改變，狀態：[繳息還款] 
Claim_id：1308 未改變，狀態：[繳息還款] 
Claim_id：1309 未改變，狀態：[繳息還款] 
Claim_id：1310 未改變，狀態：[繳息還款] 
Claim_id：1311 未改變，狀態：[繳息還款] 
Claim_id：1312 未改變，狀態：[繳息還款] 
Claim_id：1313 未改變，狀態：[繳息還款] 
Claim_id：1314 未改變，狀態：[繳息還款] 
Claim_id：1315 未改變，狀態：[繳息還款] 
Claim_id：1316 未改變，狀態：[繳息還款] 
Claim_id：1317 未改變，狀態：[繳息還款] 
Claim_id：1318 未改變，狀態：[繳息還款] 
Claim_id：1319 未改變，狀態：[繳息還款] 
Claim_id：1320 未改變，狀態：[繳息還款] 
Claim_id：1321 未改變，狀態：[繳息還款] 
Claim_id：1322 未改變，狀態：[繳息還款] 
Claim_id：1323 未改變，狀態：[繳息還款] 
Claim_id：1324 未改變，狀態：[繳息還款] 
Claim_id：1325 未改變，狀態：[繳息還款] 
Claim_id：1326 未改變，狀態：[繳息還款] 
Claim_id：1327 未改變，狀態：[繳息還款] 
Claim_id：1328 未改變，狀態：[繳息還款] 
Claim_id：1329 未改變，狀態：[繳息還款] 
Claim_id：1330 未改變，狀態：[繳息還款] 
Claim_id：1331 未改變，狀態：[繳息還款] 
Claim_id：1332 未改變，狀態：[繳息還款] 
Claim_id：1333 未改變，狀態：[繳息還款] 
Claim_id：1334 未改變，狀態：[繳息還款] 
Claim_id：1336 未改變，狀態：[繳息還款] 
Claim_id：1337 未改變，狀態：[繳息還款] 
Claim_id：1338 未改變，狀態：[繳息還款] 
Claim_id：1340 未改變，狀態：[繳息還款] 
Claim_id：1341 未改變，狀態：[繳息還款] 
Claim_id：1342 未改變，狀態：[繳息還款] 
Claim_id：1343 未改變，狀態：[繳息還款] 
Claim_id：1344 未改變，狀態：[繳息還款] 
Claim_id：1345 未改變，狀態：[繳息還款] 
Claim_id：1346 未改變，狀態：[繳息還款] 
Claim_id：1347 未改變，狀態：[繳息還款] 
Claim_id：1348 未改變，狀態：[繳息還款] 
Claim_id：1349 未改變，狀態：[繳息還款] 
Claim_id：1350 未改變，狀態：[繳息還款] 
Claim_id：1351 未改變，狀態：[繳息還款] 
Claim_id：1352 未改變，狀態：[繳息還款] 
Claim_id：1353 未改變，狀態：[繳息還款] 
Claim_id：1354 未改變，狀態：[繳息還款] 
Claim_id：1355 未改變，狀態：[繳息還款] 
Claim_id：1356 未改變，狀態：[繳息還款] 
Claim_id：1357 未改變，狀態：[繳息還款] 
Claim_id：1358 未改變，狀態：[繳息還款] 
Claim_id：1359 未改變，狀態：[繳息還款] 
Claim_id：1360 未改變，狀態：[繳息還款] 
Claim_id：1361 未改變，狀態：[繳息還款] 
Claim_id：1362 未改變，狀態：[繳息還款] 
Claim_id：1363 未改變，狀態：[繳息還款] 
Claim_id：1364 未改變，狀態：[繳息還款] 
Claim_id：1365 未改變，狀態：[繳息還款] 
Claim_id：1366 未改變，狀態：[繳息還款] 
Claim_id：1367 未改變，狀態：[繳息還款] 
Claim_id：1368 未改變，狀態：[繳息還款] 
Claim_id：1369 未改變，狀態：[繳息還款] 
Claim_id：1370 未改變，狀態：[繳息還款] 
Claim_id：1371 未改變，狀態：[繳息還款] 
Claim_id：1372 未改變，狀態：[繳息還款] 
Claim_id：1373 未改變，狀態：[繳息還款] 
Claim_id：1374 未改變，狀態：[繳息還款] 
Claim_id：1375 未改變，狀態：[繳息還款] 
Claim_id：1376 未改變，狀態：[繳息還款] 
Claim_id：1377 未改變，狀態：[繳息還款] 
Claim_id：1378 未改變，狀態：[繳息還款] 
Claim_id：1379 未改變，狀態：[繳息還款] 
Claim_id：1382 未改變，狀態：[繳息還款] 
Claim_id：1383 未改變，狀態：[繳息還款] 
Claim_id：1384 未改變，狀態：[繳息還款] 
Claim_id：1385 未改變，狀態：[繳息還款] 
Claim_id：1386 未改變，狀態：[繳息還款] 
Claim_id：1387 未改變，狀態：[繳息還款] 
Claim_id：1388 未改變，狀態：[繳息還款] 
Claim_id：1389 未改變，狀態：[繳息還款] 
Claim_id：1390 未改變，狀態：[繳息還款] 
Claim_id：1391 未改變，狀態：[繳息還款] 
Claim_id：1392 未改變，狀態：[繳息還款] 
Claim_id：1393 未改變，狀態：[繳息還款] 
Claim_id：1394 未改變，狀態：[繳息還款] 
Claim_id：1395 未改變，狀態：[繳息還款] 
Claim_id：1396 未改變，狀態：[繳息還款] 
Claim_id：1397 未改變，狀態：[繳息還款] 
Claim_id：1398 未改變，狀態：[繳息還款] 
Claim_id：1399 未改變，狀態：[繳息還款] 
Claim_id：1400 未改變，狀態：[繳息還款] 
Claim_id：1401 未改變，狀態：[繳息還款] 
Claim_id：1402 未改變，狀態：[繳息還款] 
Claim_id：1403 未改變，狀態：[繳息還款] 
Claim_id：1404 未改變，狀態：[繳息還款] 
Claim_id：1405 未改變，狀態：[繳息還款] 
Claim_id：1406 未改變，狀態：[繳息還款] 
Claim_id：1407 未改變，狀態：[繳息還款] 
Claim_id：1408 未改變，狀態：[繳息還款] 
Claim_id：1409 未改變，狀態：[繳息還款] 
Claim_id：1410 未改變，狀態：[繳息還款] 
Claim_id：1411 未改變，狀態：[繳息還款] 
Claim_id：1412 未改變，狀態：[繳息還款] 
Claim_id：1413 未改變，狀態：[繳息還款] 
Claim_id：1414 未改變，狀態：[繳息還款] 
Claim_id：1415 未改變，狀態：[繳息還款] 
Claim_id：1416 未改變，狀態：[繳息還款] 
Claim_id：1417 未改變，狀態：[繳息還款] 
Claim_id：1418 未改變，狀態：[繳息還款] 
Claim_id：1419 未改變，狀態：[繳息還款] 
Claim_id：1420 未改變，狀態：[繳息還款] 
Claim_id：1421 未改變，狀態：[繳息還款] 
Claim_id：1422 未改變，狀態：[繳息還款] 
Claim_id：1423 未改變，狀態：[繳息還款] 
Claim_id：1424 未改變，狀態：[繳息還款] 
Claim_id：1425 未改變，狀態：[繳息還款] 
Claim_id：1426 未改變，狀態：[繳息還款] 
Claim_id：1427 未改變，狀態：[繳息還款] 
Claim_id：1428 未改變，狀態：[繳息還款] 
Claim_id：1429 未改變，狀態：[繳息還款] 
Claim_id：1430 未改變，狀態：[繳息還款] 
Claim_id：1431 未改變，狀態：[繳息還款] 
Claim_id：1432 未改變，狀態：[繳息還款] 
Claim_id：1433 未改變，狀態：[繳息還款] 
Claim_id：1434 未改變，狀態：[繳息還款] 
Claim_id：1435 未改變，狀態：[繳息還款] 
Claim_id：1436 未改變，狀態：[繳息還款] 
Claim_id：1437 未改變，狀態：[繳息還款] 
Claim_id：1438 未改變，狀態：[繳息還款] 
Claim_id：1439 未改變，狀態：[繳息還款] 
Claim_id：1440 未改變，狀態：[繳息還款] 
Claim_id：1442 未改變，狀態：[繳息還款] 
Claim_id：1443 未改變，狀態：[繳息還款] 
Claim_id：1445 未改變，狀態：[繳息還款] 
Claim_id：1446 未改變，狀態：[繳息還款] 
Claim_id：1450 未改變，狀態：[繳息還款] 
Claim_id：1451 未改變，狀態：[繳息還款] 
Claim_id：1452 未改變，狀態：[繳息還款] 
Claim_id：1455 未改變，狀態：[繳息還款] 
Claim_id：1456 未改變，狀態：[繳息還款] 
Claim_id：1457 未改變，狀態：[繳息還款] 
Claim_id：1458 未改變，狀態：[繳息還款] 
Claim_id：1459 未改變，狀態：[繳息還款] 
Claim_id：1460 未改變，狀態：[繳息還款] 
Claim_id：1461 未改變，狀態：[繳息還款] 
Claim_id：1462 未改變，狀態：[繳息還款] 
Claim_id：1463 未改變，狀態：[繳息還款] 
Claim_id：1465 未改變，狀態：[繳息還款] 
Claim_id：1466 未改變，狀態：[繳息還款] 
Claim_id：1469 未改變，狀態：[繳息還款] 
Claim_id：1471 未改變，狀態：[繳息還款] 
Claim_id：1475 未改變，狀態：[繳息還款] 
Claim_id：1476 未改變，狀態：[繳息還款] 
Claim_id：1477 未改變，狀態：[繳息還款] 
Claim_id：1478 未改變，狀態：[繳息還款] 
Claim_id：1479 未改變，狀態：[繳息還款] 
Claim_id：1480 未改變，狀態：[繳息還款] 
Claim_id：1481 未改變，狀態：[繳息還款] 
Claim_id：1482 未改變，狀態：[繳息還款] 
Claim_id：1483 未改變，狀態：[繳息還款] 
Claim_id：1484 未改變，狀態：[繳息還款] 
Claim_id：1485 未改變，狀態：[繳息還款] 
Claim_id：1487 未改變，狀態：[繳息還款] 
Claim_id：1488 未改變，狀態：[繳息還款] 
Claim_id：1489 未改變，狀態：[繳息還款] 
Claim_id：1490 未改變，狀態：[繳息還款] 
Claim_id：1542 未改變，狀態：[繳息還款] 
Claim_id：1543 未改變，狀態：[繳息還款] 
Claim_id：1544 未改變，狀態：[繳息還款] 
Claim_id：1545 未改變，狀態：[繳息還款] 
Claim_id：1546 未改變，狀態：[繳息還款] 
Claim_id：1547 未改變，狀態：[繳息還款] 
Claim_id：1548 未改變，狀態：[繳息還款] 
Claim_id：1549 未改變，狀態：[繳息還款] 
Claim_id：1550 未改變，狀態：[繳息還款] 
Claim_id：1551 未改變，狀態：[繳息還款] 
Claim_id：1552 未改變，狀態：[繳息還款] 
Claim_id：1553 未改變，狀態：[繳息還款] 
Claim_id：1554 未改變，狀態：[繳息還款] 
Claim_id：1555 未改變，狀態：[繳息還款] 
Claim_id：1556 未改變，狀態：[繳息還款] 
Claim_id：1557 未改變，狀態：[繳息還款] 
Claim_id：1558 未改變，狀態：[繳息還款] 
Claim_id：1559 未改變，狀態：[繳息還款] 
Claim_id：1560 未改變，狀態：[繳息還款] 
Claim_id：1561 未改變，狀態：[繳息還款] 
Claim_id：1562 未改變，狀態：[繳息還款] 
Claim_id：1563 未改變，狀態：[繳息還款] 
Claim_id：1564 未改變，狀態：[繳息還款] 
Claim_id：1565 未改變，狀態：[繳息還款] 
Claim_id：1566 未改變，狀態：[繳息還款] 
Claim_id：1567 未改變，狀態：[繳息還款] 
Claim_id：1568 未改變，狀態：[繳息還款] 
Claim_id：1569 未改變，狀態：[繳息還款] 
Claim_id：1570 未改變，狀態：[繳息還款] 
Claim_id：1571 未改變，狀態：[繳息還款] 
Claim_id：1572 未改變，狀態：[繳息還款] 
Claim_id：1573 未改變，狀態：[繳息還款] 
Claim_id：1574 未改變，狀態：[繳息還款] 
Claim_id：1575 未改變，狀態：[繳息還款] 
Claim_id：1576 未改變，狀態：[繳息還款] 
Claim_id：1577 未改變，狀態：[繳息還款] 
Claim_id：1578 未改變，狀態：[繳息還款] 
Claim_id：1579 未改變，狀態：[繳息還款] 
Claim_id：1580 未改變，狀態：[繳息還款] 
Claim_id：1581 未改變，狀態：[繳息還款] 
Claim_id：1582 未改變，狀態：[繳息還款] 
Claim_id：1583 未改變，狀態：[繳息還款] 
Claim_id：1584 未改變，狀態：[繳息還款] 
Claim_id：1585 未改變，狀態：[繳息還款] 
Claim_id：1586 未改變，狀態：[繳息還款] 
Claim_id：1587 未改變，狀態：[繳息還款] 
Claim_id：1588 未改變，狀態：[繳息還款] 
Claim_id：1589 未改變，狀態：[繳息還款] 
Claim_id：1590 未改變，狀態：[繳息還款] 
Claim_id：1591 未改變，狀態：[繳息還款] 
Claim_id：1592 未改變，狀態：[繳息還款] 
Claim_id：1633 未改變，狀態：[繳息還款] 
Claim_id：1634 未改變，狀態：[繳息還款] 
Claim_id：1635 未改變，狀態：[繳息還款] 
Claim_id：1636 未改變，狀態：[繳息還款] 
Claim_id：1637 未改變，狀態：[繳息還款] 
Claim_id：1638 未改變，狀態：[繳息還款] 
Claim_id：1639 未改變，狀態：[繳息還款] 
Claim_id：1640 未改變，狀態：[繳息還款] 
Claim_id：1641 未改變，狀態：[繳息還款] 
Claim_id：1642 未改變，狀態：[繳息還款] 
Claim_id：1643 未改變，狀態：[繳息還款] 
Claim_id：1644 未改變，狀態：[繳息還款] 
Claim_id：1645 未改變，狀態：[繳息還款] 
Claim_id：1646 未改變，狀態：[繳息還款] 
Claim_id：1647 未改變，狀態：[繳息還款] 
Claim_id：1648 未改變，狀態：[繳息還款] 
Claim_id：1649 未改變，狀態：[繳息還款] 
Claim_id：1650 未改變，狀態：[繳息還款] 
Claim_id：1651 未改變，狀態：[繳息還款] 
Claim_id：1652 未改變，狀態：[繳息還款] 
Claim_id：1653 未改變，狀態：[繳息還款] 
Claim_id：1654 未改變，狀態：[繳息還款] 
Claim_id：1655 未改變，狀態：[繳息還款] 
Claim_id：1656 未改變，狀態：[繳息還款] 
Claim_id：1657 未改變，狀態：[繳息還款] 
Claim_id：1658 未改變，狀態：[繳息還款] 
Claim_id：1659 未改變，狀態：[繳息還款] 
Claim_id：1660 未改變，狀態：[繳息還款] 
Claim_id：1661 未改變，狀態：[繳息還款] 
Claim_id：1662 未改變，狀態：[繳息還款] 
Claim_id：1663 未改變，狀態：[繳息還款] 
Claim_id：1664 未改變，狀態：[繳息還款] 
Claim_id：1665 未改變，狀態：[繳息還款] 
Claim_id：1666 未改變，狀態：[繳息還款] 
Claim_id：1667 未改變，狀態：[繳息還款] 
Claim_id：1668 未改變，狀態：[繳息還款] 
Claim_id：1669 未改變，狀態：[繳息還款] 
Claim_id：1670 未改變，狀態：[繳息還款] 
Claim_id：1671 未改變，狀態：[繳息還款] 
Claim_id：1672 未改變，狀態：[繳息還款] 
Claim_id：1703 未改變，狀態：[繳息還款] 
Claim_id：1704 未改變，狀態：[繳息還款] 
Claim_id：1705 未改變，狀態：[繳息還款] 
Claim_id：1706 未改變，狀態：[繳息還款] 
Claim_id：1707 未改變，狀態：[繳息還款] 
Claim_id：1708 未改變，狀態：[繳息還款] 
Claim_id：1709 未改變，狀態：[繳息還款] 
Claim_id：1710 未改變，狀態：[繳息還款] 
Claim_id：1713 未改變，狀態：[繳息還款] 
Claim_id：1714 未改變，狀態：[繳息還款] 
Claim_id：1715 未改變，狀態：[繳息還款] 
Claim_id：1716 未改變，狀態：[繳息還款] 
Claim_id：1717 未改變，狀態：[繳息還款] 
Claim_id：1718 未改變，狀態：[繳息還款] 
Claim_id：1719 未改變，狀態：[繳息還款] 
Claim_id：1720 未改變，狀態：[繳息還款] 
Claim_id：1721 未改變，狀態：[繳息還款] 
Claim_id：1722 未改變，狀態：[繳息還款] 
Claim_id：1723 未改變，狀態：[繳息還款] 
Claim_id：1724 未改變，狀態：[繳息還款] 
Claim_id：1725 未改變，狀態：[繳息還款] 
Claim_id：1726 未改變，狀態：[繳息還款] 
Claim_id：1727 未改變，狀態：[繳息還款] 
Claim_id：1728 未改變，狀態：[繳息還款] 
Claim_id：1729 未改變，狀態：[繳息還款] 
Claim_id：1730 未改變，狀態：[繳息還款] 
Claim_id：1731 未改變，狀態：[繳息還款] 
Claim_id：1732 未改變，狀態：[繳息還款] 
Claim_id：1733 未改變，狀態：[繳息還款] 
Claim_id：1734 未改變，狀態：[繳息還款] 
Claim_id：1735 未改變，狀態：[繳息還款] 
Claim_id：1736 未改變，狀態：[繳息還款] 
Claim_id：1737 未改變，狀態：[繳息還款] 
Claim_id：1738 未改變，狀態：[繳息還款] 
Claim_id：1739 未改變，狀態：[繳息還款] 
Claim_id：1741 未改變，狀態：[繳息還款] 
Claim_id：1744 未改變，狀態：[繳息還款] 
Claim_id：1745 未改變，狀態：[繳息還款] 
Claim_id：1746 未改變，狀態：[繳息還款] 
Claim_id：1749 未改變，狀態：[繳息還款] 
Claim_id：1751 未改變，狀態：[繳息還款] 
Claim_id：1752 未改變，狀態：[繳息還款] 
Claim_id：1753 未改變，狀態：[繳息還款] 
Claim_id：1754 未改變，狀態：[繳息還款] 
Claim_id：1755 未改變，狀態：[繳息還款] 
Claim_id：1756 未改變，狀態：[繳息還款] 
Claim_id：1757 未改變，狀態：[繳息還款] 
Claim_id：1758 未改變，狀態：[繳息還款] 
Claim_id：1759 未改變，狀態：[繳息還款] 
Claim_id：1760 未改變，狀態：[繳息還款] 
Claim_id：1761 未改變，狀態：[繳息還款] 
Claim_id：1762 未改變，狀態：[繳息還款] 
Claim_id：1763 未改變，狀態：[繳息還款] 
Claim_id：1764 未改變，狀態：[繳息還款] 
Claim_id：1767 未改變，狀態：[繳息還款] 
Claim_id：1773 未改變，狀態：[繳息還款] 
Claim_id：1775 未改變，狀態：[繳息還款] 
Claim_id：1776 未改變，狀態：[繳息還款] 
Claim_id：1777 未改變，狀態：[繳息還款] 
Claim_id：1778 未改變，狀態：[繳息還款] 
Claim_id：1779 未改變，狀態：[繳息還款] 
Claim_id：1780 未改變，狀態：[繳息還款] 
Claim_id：1781 未改變，狀態：[繳息還款] 
Claim_id：1783 未改變，狀態：[繳息還款] 
Claim_id：1784 未改變，狀態：[繳息還款] 
Claim_id：1785 未改變，狀態：[繳息還款] 
Claim_id：1786 未改變，狀態：[繳息還款] 
Claim_id：1787 未改變，狀態：[繳息還款] 
Claim_id：1789 未改變，狀態：[繳息還款] 
Claim_id：1792 未改變，狀態：[繳息還款] 
Claim_id：1793 未改變，狀態：[繳息還款] 
Claim_id：1800 未改變，狀態：[繳息還款] 
Claim_id：1801 未改變，狀態：[繳息還款] 
Claim_id：1803 未改變，狀態：[繳息還款] 
Claim_id：1807 未改變，狀態：[繳息還款] 
Claim_id：1808 未改變，狀態：[繳息還款] 
Claim_id：1809 未改變，狀態：[繳息還款] 
Claim_id：1810 未改變，狀態：[繳息還款] 
Claim_id：1811 未改變，狀態：[繳息還款] 
Claim_id：1813 未改變，狀態：[繳息還款] 
Claim_id：1814 未改變，狀態：[繳息還款] 
Claim_id：1816 未改變，狀態：[繳息還款] 
Claim_id：1817 未改變，狀態：[繳息還款] 
Claim_id：1818 未改變，狀態：[繳息還款] 
Claim_id：1819 未改變，狀態：[繳息還款] 
Claim_id：1820 未改變，狀態：[繳息還款] 
Claim_id：1821 未改變，狀態：[繳息還款] 
Claim_id：1822 未改變，狀態：[繳息還款] 
Claim_id：1823 未改變，狀態：[繳息還款] 
Claim_id：1824 未改變，狀態：[繳息還款] 
Claim_id：1825 未改變，狀態：[繳息還款] 
Claim_id：1826 未改變，狀態：[繳息還款] 
Claim_id：1827 未改變，狀態：[繳息還款] 
Claim_id：1828 未改變，狀態：[繳息還款] 
Claim_id：1829 未改變，狀態：[繳息還款] 
Claim_id：1830 未改變，狀態：[繳息還款] 
Claim_id：1831 未改變，狀態：[繳息還款] 
Claim_id：1832 未改變，狀態：[繳息還款] 
Claim_id：1833 未改變，狀態：[繳息還款] 
Claim_id：1834 未改變，狀態：[繳息還款] 
Claim_id：1835 未改變，狀態：[繳息還款] 
Claim_id：1836 未改變，狀態：[繳息還款] 
Claim_id：1837 未改變，狀態：[繳息還款] 
Claim_id：1838 未改變，狀態：[繳息還款] 
Claim_id：1839 未改變，狀態：[繳息還款] 
Claim_id：1840 未改變，狀態：[繳息還款] 
Claim_id：1841 未改變，狀態：[繳息還款] 
Claim_id：1842 未改變，狀態：[繳息還款] 
Claim_id：1843 未改變，狀態：[繳息還款] 
Claim_id：1844 未改變，狀態：[繳息還款] 
Claim_id：1845 未改變，狀態：[繳息還款] 
Claim_id：1846 未改變，狀態：[繳息還款] 
Claim_id：1847 未改變，狀態：[繳息還款] 
Claim_id：1848 未改變，狀態：[繳息還款] 
Claim_id：1849 未改變，狀態：[繳息還款] 
Claim_id：1850 未改變，狀態：[繳息還款] 
Claim_id：1851 未改變，狀態：[繳息還款] 
Claim_id：1852 未改變，狀態：[繳息還款] 
Claim_id：1853 未改變，狀態：[繳息還款] 
Claim_id：1854 未改變，狀態：[繳息還款] 
Claim_id：1855 未改變，狀態：[繳息還款] 
Claim_id：1856 未改變，狀態：[繳息還款] 
Claim_id：1857 未改變，狀態：[繳息還款] 
Claim_id：1858 未改變，狀態：[繳息還款] 
Claim_id：1859 未改變，狀態：[繳息還款] 
Claim_id：1860 未改變，狀態：[繳息還款] 
Claim_id：1861 未改變，狀態：[繳息還款] 
Claim_id：1862 未改變，狀態：[繳息還款] 
Claim_id：1863 未改變，狀態：[繳息還款] 
Claim_id：1864 未改變，狀態：[繳息還款] 
Claim_id：1865 未改變，狀態：[繳息還款] 
Claim_id：1866 未改變，狀態：[繳息還款] 
Claim_id：1867 未改變，狀態：[繳息還款] 
Claim_id：1868 未改變，狀態：[繳息還款] 
Claim_id：1869 未改變，狀態：[繳息還款] 
Claim_id：1870 未改變，狀態：[繳息還款] 
Claim_id：1871 未改變，狀態：[繳息還款] 
Claim_id：1872 未改變，狀態：[繳息還款] 
Claim_id：1873 未改變，狀態：[繳息還款] 
Claim_id：1874 未改變，狀態：[繳息還款] 
Claim_id：1875 未改變，狀態：[繳息還款] 
Claim_id：1876 未改變，狀態：[繳息還款] 
Claim_id：1877 未改變，狀態：[繳息還款] 
Claim_id：1878 未改變，狀態：[繳息還款] 
Claim_id：1879 未改變，狀態：[繳息還款] 
Claim_id：1880 未改變，狀態：[繳息還款] 
Claim_id：1881 未改變，狀態：[繳息還款] 
Claim_id：1882 未改變，狀態：[繳息還款] 
Claim_id：1883 未改變，狀態：[繳息還款] 
Claim_id：1884 未改變，狀態：[繳息還款] 
Claim_id：1885 未改變，狀態：[繳息還款] 
Claim_id：1886 未改變，狀態：[繳息還款] 
Claim_id：1887 未改變，狀態：[繳息還款] 
Claim_id：1888 未改變，狀態：[繳息還款] 
Claim_id：1889 未改變，狀態：[繳息還款] 
Claim_id：1890 未改變，狀態：[繳息還款] 
Claim_id：1891 未改變，狀態：[繳息還款] 
Claim_id：1892 未改變，狀態：[繳息還款] 
Claim_id：1893 未改變，狀態：[繳息還款] 
Claim_id：1894 未改變，狀態：[繳息還款] 
Claim_id：1895 未改變，狀態：[繳息還款] 
Claim_id：1896 未改變，狀態：[繳息還款] 
Claim_id：1897 未改變，狀態：[繳息還款] 
Claim_id：1898 未改變，狀態：[繳息還款] 
Claim_id：1899 未改變，狀態：[繳息還款] 
Claim_id：1900 未改變，狀態：[繳息還款] 
Claim_id：1901 未改變，狀態：[繳息還款] 
Claim_id：1902 未改變，狀態：[繳息還款] 
Claim_id：1903 未改變，狀態：[繳息還款] 
Claim_id：1904 未改變，狀態：[繳息還款] 
Claim_id：1905 未改變，狀態：[繳息還款] 
Claim_id：1906 未改變，狀態：[繳息還款] 
Claim_id：1907 未改變，狀態：[繳息還款] 
Claim_id：1908 未改變，狀態：[繳息還款] 
Claim_id：1909 未改變，狀態：[繳息還款] 
Claim_id：1910 未改變，狀態：[繳息還款] 
Claim_id：1911 未改變，狀態：[繳息還款] 
Claim_id：1912 未改變，狀態：[繳息還款] 
Claim_id：1913 未改變，狀態：[繳息還款] 
Claim_id：1914 未改變，狀態：[繳息還款] 
Claim_id：1915 未改變，狀態：[繳息還款] 
Claim_id：1916 未改變，狀態：[繳息還款] 
Claim_id：1917 未改變，狀態：[繳息還款] 
Claim_id：1918 未改變，狀態：[繳息還款] 
Claim_id：1919 未改變，狀態：[繳息還款] 
Claim_id：1920 未改變，狀態：[繳息還款] 
Claim_id：1921 未改變，狀態：[繳息還款] 
Claim_id：1922 未改變，狀態：[繳息還款] 
Claim_id：1923 未改變，狀態：[繳息還款] 
Claim_id：1924 未改變，狀態：[繳息還款] 
Claim_id：1925 未改變，狀態：[繳息還款] 
Claim_id：1926 未改變，狀態：[繳息還款] 
Claim_id：1927 未改變，狀態：[繳息還款] 
Claim_id：1928 未改變，狀態：[繳息還款] 
Claim_id：1929 未改變，狀態：[繳息還款] 
Claim_id：1930 未改變，狀態：[繳息還款] 
Claim_id：1931 未改變，狀態：[繳息還款] 
Claim_id：1932 未改變，狀態：[繳息還款] 
Claim_id：1933 未改變，狀態：[繳息還款] 
Claim_id：1934 未改變，狀態：[繳息還款] 
Claim_id：1935 未改變，狀態：[繳息還款] 
Claim_id：1936 未改變，狀態：[繳息還款] 
Claim_id：1937 未改變，狀態：[繳息還款] 
Claim_id：1938 未改變，狀態：[繳息還款] 
Claim_id：1939 未改變，狀態：[繳息還款] 
Claim_id：1940 未改變，狀態：[繳息還款] 
Claim_id：1941 未改變，狀態：[繳息還款] 
Claim_id：1942 未改變，狀態：[繳息還款] 
Claim_id：1943 未改變，狀態：[繳息還款] 
Claim_id：1944 未改變，狀態：[繳息還款] 
Claim_id：1945 未改變，狀態：[繳息還款] 
Claim_id：1946 未改變，狀態：[繳息還款] 
Claim_id：1947 未改變，狀態：[繳息還款] 
Claim_id：1948 未改變，狀態：[繳息還款] 
Claim_id：1949 未改變，狀態：[繳息還款] 
Claim_id：1950 未改變，狀態：[繳息還款] 
Claim_id：1951 未改變，狀態：[繳息還款] 
Claim_id：1952 未改變，狀態：[繳息還款] 
Claim_id：1953 未改變，狀態：[繳息還款] 
Claim_id：1954 未改變，狀態：[繳息還款] 
Claim_id：1955 未改變，狀態：[繳息還款] 
Claim_id：1956 未改變，狀態：[繳息還款] 
Claim_id：1957 未改變，狀態：[繳息還款] 
Claim_id：1958 未改變，狀態：[繳息還款] 
Claim_id：1959 未改變，狀態：[繳息還款] 
Claim_id：1960 未改變，狀態：[繳息還款] 
Claim_id：1961 未改變，狀態：[繳息還款] 
Claim_id：1962 未改變，狀態：[繳息還款] 
Claim_id：1963 未改變，狀態：[繳息還款] 
Claim_id：1964 未改變，狀態：[繳息還款] 
Claim_id：1965 未改變，狀態：[繳息還款] 
Claim_id：1966 未改變，狀態：[繳息還款] 
Claim_id：1967 未改變，狀態：[繳息還款] 
Claim_id：1968 未改變，狀態：[繳息還款] 
Claim_id：1969 未改變，狀態：[繳息還款] 
Claim_id：1970 未改變，狀態：[繳息還款] 
Claim_id：1971 未改變，狀態：[繳息還款] 
Claim_id：1972 未改變，狀態：[繳息還款] 
Claim_id：1973 未改變，狀態：[繳息還款] 
